group_id,group_number,time,particles,is_alive,longitude,latitude,geometry,month
14,14038,2023-05-13 00:00:00,980,1.0,-83.51068,44.271553,POINT (1075354.1885508334 856014.605889314),2023-05
14,14039,2023-05-14 18:00:00,981,1.0,-83.563805,44.16797,POINT (1071247.4074340905 844439.8392122805),2023-05
14,14048,2023-05-12 18:00:00,990,1.0,-83.51428,44.26767,POINT (1075072.1962899654 855579.1036113815),2023-05
14,14050,2023-05-08 12:00:00,992,1.0,-83.37809,44.323925,POINT (1085845.2165552492 861975.4328761697),2023-05
15,15035,2023-05-23 00:00:00,1028,1.0,-83.42853,43.858135,POINT (1082490.6440470507 810097.3202043609),2023-05
15,15043,2023-05-24 12:00:00,1036,1.0,-83.405304,43.836304,POINT (1084386.9053045127 807692.7913793332),2023-05
15,15065,2023-05-13 18:00:00,1058,1.0,-83.589874,44.069183,POINT (1069283.9362197048 833425.3418815874),2023-05
15,15072,2023-05-13 12:00:00,1065,1.0,-83.6716,44.021645,POINT (1062797.8765173734 828068.84242982),2023-05
15,15073,2023-05-10 06:00:00,1066,1.0,-83.58008,44.0494,POINT (1070091.545753328 831232.6841859703),2023-05
15,15074,2023-05-13 12:00:00,1067,1.0,-83.58117,44.05364,POINT (1069999.1122524599 831703.2844737289),2023-05
15,15083,2023-05-17 06:00:00,1076,1.0,-83.89038,43.9244,POINT (1045358.0062788221 817102.2110703733),2023-05
15,15084,2023-05-13 12:00:00,1077,1.0,-83.58792,44.064575,POINT (1069445.7095925224 832914.299927044),2023-05
15,15087,2023-05-14 18:00:00,1080,1.0,-83.58133,44.0525,POINT (1069987.6680426504 831576.6622695117),2023-05
15,15090,2023-05-17 18:00:00,1083,1.0,-83.92621,43.790943,POINT (1042582.505744041 802235.0714773918),2023-05
15,15094,2023-05-13 06:00:00,1087,1.0,-83.56549,44.115208,POINT (1071177.7696572708 838567.6193306968),2023-05
15,15095,2023-05-13 06:00:00,1088,1.0,-83.56552,44.11522,POINT (1071175.316277895 838568.8656788943),2023-05
15,15110,2023-05-14 00:00:00,1103,1.0,-83.58829,44.06529,POINT (1069415.5560903968 832993.3543887967),2023-05
15,15111,2023-05-13 18:00:00,1104,1.0,-83.58118,44.09239,POINT (1069951.5997142026 836014.7810155008),2023-05
15,15127,2023-05-13 18:00:00,1120,1.0,-83.591,44.075478,POINT (1069186.0777874459 834124.7029459402),2023-05
16,16000,2023-05-14 00:00:00,1122,1.0,-83.5896,44.068485,POINT (1069306.7441164958 833347.9054480329),2023-05
16,16005,2023-05-06 18:00:00,1127,1.0,-83.59079,44.0737,POINT (1069205.2925427817 833927.0953639095),2023-05
16,16012,2023-05-06 18:00:00,1134,1.0,-83.59079,44.073505,POINT (1069205.525435041 833905.4486756464),2023-05
16,16019,2023-05-13 12:00:00,1141,1.0,-83.58118,44.053635,POINT (1069998.5063985465 831702.8533922425),2023-05
16,16027,2023-05-13 18:00:00,1149,1.0,-83.58133,44.05252,POINT (1069987.6449607196 831578.7844620321),2023-05
16,16028,2023-05-13 12:00:00,1150,1.0,-83.58261,44.055035,POINT (1069882.0460787085 831857.3747417089),2023-05
16,16035,2023-05-13 12:00:00,1157,1.0,-83.58121,44.053627,POINT (1069996.073748018 831701.9779444826),2023-05
16,16036,2023-05-13 12:00:00,1158,1.0,-83.58209,44.0543,POINT (1069924.4473049776 831775.9090686201),2023-05
16,16039,2023-05-14 00:00:00,1161,1.0,-83.591034,44.075134,POINT (1069184.0476927953 834086.4766038972),2023-05
16,16048,2023-05-01 00:00:00,1170,1.0,-83.55359,44.205673,POINT (1072016.1299097976 848644.4300217393),2023-05
16,16049,2023-05-07 06:00:00,1171,1.0,-83.582886,44.055504,POINT (1069859.5028386812 831909.3420834031),2023-05
16,16062,2023-05-01 00:00:00,1184,1.0,-83.55359,44.2071,POINT (1072014.3484433838 848803.1846685054),2023-05
16,16063,2023-05-01 00:00:00,1185,1.0,-83.552155,44.204243,POINT (1072132.385351487 848486.5366215836),2023-05
16,16067,2023-05-01 00:00:00,1189,1.0,-83.55359,44.204243,POINT (1072017.9161379049 848485.2510349285),2023-05
16,16069,2023-05-13 18:00:00,1191,1.0,-83.58229,44.054672,POINT (1069908.1233259528 831817.3315946333),2023-05
16,16079,2023-05-01 00:00:00,1201,1.0,-83.55359,44.202816,POINT (1072019.697601154 848326.4966627539),2023-05
17,17000,2023-05-07 06:00:00,1208,1.0,-83.58139,44.053226,POINT (1069981.9071253021 831657.2524732305),2023-05
17,17001,2023-05-01 00:00:00,1209,1.0,-83.566986,44.142647,POINT (1071024.4930413268 841619.4250019742),2023-05
17,17003,2023-05-12 06:00:00,1211,1.0,-83.678604,43.989166,POINT (1062272.0800176354 824449.7917466195),2023-05
17,17004,2023-05-01 00:00:00,1212,1.0,-83.566986,44.141216,POINT (1071026.2526791196 841460.2518559461),2023-05
17,17006,2023-05-13 00:00:00,1214,1.0,-83.79837,43.986492,POINT (1052680.472560521 824066.6468598258),2023-05
17,17008,2023-05-12 00:00:00,1216,1.0,-83.79556,43.98774,POINT (1052904.2525209156 824207.279053137),2023-05
17,17010,2023-05-01 00:00:00,1218,1.0,-83.56842,44.144073,POINT (1070908.1492225057 841776.9079275622),2023-05
17,17019,2023-05-14 00:00:00,1227,1.0,-83.58844,44.065613,POINT (1069402.959910167 833029.300268506),2023-05
17,17022,2023-05-25 12:00:00,1230,1.0,-83.92644,43.79391,POINT (1042561.9342638722 802565.116918378),2023-05
17,17025,2023-05-13 18:00:00,1233,1.0,-83.67999,43.995266,POINT (1062154.2995741637 825127.3751682614),2023-05
18,18000,2023-05-07 00:00:00,1236,1.0,-83.57962,44.050213,POINT (1070127.19148777 831323.4886020295),2023-05
18,18002,2023-05-14 18:00:00,1238,1.0,-83.91354,43.884212,POINT (1043530.559180587 812618.2377507092),2023-05
18,18010,2023-05-14 18:00:00,1246,1.0,-83.9209,43.81988,POINT (1042987.9259209842 805457.2619968491),2023-05
18,18017,2023-05-15 00:00:00,1253,1.0,-83.92526,43.78725,POINT (1042661.2612350285 801824.7752850498),2023-05
18,18018,2023-05-15 00:00:00,1254,1.0,-83.92691,43.79808,POINT (1042520.8628747112 803028.7137928291),2023-05
18,18023,2023-05-01 00:00:00,1259,1.0,-83.56741,44.122322,POINT (1071015.348111165 839357.5288485712),2023-05
18,18028,2023-05-14 12:00:00,1264,1.0,-83.584366,44.05879,POINT (1069737.1143038734 832273.4998740222),2023-05
18,18029,2023-05-14 18:00:00,1265,1.0,-83.91351,43.883827,POINT (1043533.2973795105 812575.3892918036),2023-05
