group_number,group_id,longitude,latitude,time,particles,geometry,index_right,ID,GRIDCODE,Wetland,Shape_Area,Shape_Len,start_lat,start_lon
4504,45,-82.646576,43.84719,2023-03-04 00:00:00,1725,POINT (-82.64657592773438 43.847190856933594),2569,710340,18,Phragmites,1135670.42177,9106.1070914,43.8495362907,-82.6472166255
4505,45,-82.65173,43.85899,2023-03-04 06:00:00,1726,POINT (-82.6517333984375 43.85898971557617),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4506,45,-82.61377,43.77939,2023-03-03 18:00:00,1727,POINT (-82.61376953125 43.779388427734375),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4507,45,-82.61319,43.771606,2023-03-03 06:00:00,1728,POINT (-82.61318969726562 43.7716064453125),3285,782115,18,Phragmites,427355.21314,4921.15759752,43.7708807508,-82.6151415653
4508,45,-82.64636,43.849518,2023-03-04 00:00:00,1729,POINT (-82.6463623046875 43.849517822265625),2569,710340,18,Phragmites,1135670.42177,9106.1070914,43.8495362907,-82.6472166255
4509,45,-82.63434,43.829826,2023-01-01 00:00:00,1730,POINT (-82.63433837890625 43.82982635498047),2710,727212,18,Phragmites,1017903.22719,11896.005568,43.8324647105,-82.6353850954
4510,45,-82.68161,43.896927,2023-07-04 00:00:00,1731,POINT (-82.68161010742188 43.89692687988281),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4511,45,-82.651886,43.859222,2023-03-04 06:00:00,1732,POINT (-82.65188598632812 43.859222412109375),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4512,45,-82.6806,43.894173,2023-06-03 18:00:00,1733,POINT (-82.68060302734375 43.89417266845703),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4513,45,-82.6788,43.88871,2023-07-04 06:00:00,1734,POINT (-82.67880249023438 43.888710021972656),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4514,45,-82.61389,43.773727,2023-03-03 06:00:00,1735,POINT (-82.6138916015625 43.77372741699219),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4515,45,-82.61377,43.771843,2023-03-03 12:00:00,1736,POINT (-82.61376953125 43.77184295654297),3285,782115,18,Phragmites,427355.21314,4921.15759752,43.7708807508,-82.6151415653
4516,45,-82.62448,43.800266,2023-12-02 06:00:00,1737,POINT (-82.62448120117188 43.80026626586914),3042,755093,18,Phragmites,143011.979946,2707.94273968,43.7992666406,-82.6239475863
4517,45,-82.65277,43.860638,2023-03-04 06:00:00,1738,POINT (-82.65277099609375 43.86063766479492),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4518,45,-82.64575,43.846764,2023-03-04 00:00:00,1739,POINT (-82.645751953125 43.846763610839844),2576,711557,18,Phragmites,264148.902969,4018.58501791,43.8462653463,-82.6444370029
4519,45,-82.63434,43.831825,2023-01-01 00:00:00,1740,POINT (-82.63433837890625 43.831825256347656),2710,727212,18,Phragmites,1017903.22719,11896.005568,43.8324647105,-82.6353850954
4520,45,-82.68048,43.89375,2023-06-03 18:00:00,1741,POINT (-82.68048095703125 43.89374923706055),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4521,45,-82.631256,43.817184,2023-03-04 00:00:00,1742,POINT (-82.63125610351562 43.81718444824219),2815,738922,18,Phragmites,1112123.76375,14689.7178502,43.8242506982,-82.6337986615
4522,45,-82.62256,43.795155,2023-03-03 18:00:00,1743,POINT (-82.62255859375 43.7951545715332),3156,766626,18,Phragmites,979211.630355,12392.4543821,43.792146423,-82.6233288635
4523,45,-82.614075,43.772484,2023-03-03 12:00:00,1744,POINT (-82.61407470703125 43.772483825683594),3268,779974,14,Aquatic Bed,8412.50960762,410.287743317,43.7724663653,-82.6139286636
4524,45,-82.64664,43.84836,2023-03-04 00:00:00,1745,POINT (-82.64663696289062 43.848358154296875),2569,710340,18,Phragmites,1135670.42177,9106.1070914,43.8495362907,-82.6472166255
4525,45,-82.614685,43.774677,2023-03-03 06:00:00,1746,POINT (-82.61468505859375 43.77467727661133),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4526,45,-82.614716,43.774094,2023-03-03 12:00:00,1747,POINT (-82.61471557617188 43.77409362792969),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4527,45,-82.632324,43.821827,2023-01-01 00:00:00,1748,POINT (-82.63232421875 43.82182693481445),2815,738922,18,Phragmites,1112123.76375,14689.7178502,43.8242506982,-82.6337986615
4528,45,-82.64346,43.8525,2023-04-01 06:00:00,1749,POINT (-82.64346313476562 43.852500915527344),2519,705636,18,Phragmites,18507.2595176,656.504584815,43.8525966396,-82.6433702378
4529,45,-82.63251,43.821213,2023-03-04 00:00:00,1750,POINT (-82.63250732421875 43.82121276855469),2815,738922,18,Phragmites,1112123.76375,14689.7178502,43.8242506982,-82.6337986615
4530,45,-82.654755,43.869606,2023-03-02 00:00:00,1751,POINT (-82.65475463867188 43.869606018066406),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4531,45,-82.62314,43.791096,2023-03-03 18:00:00,1752,POINT (-82.62313842773438 43.79109573364258),3156,766626,18,Phragmites,979211.630355,12392.4543821,43.792146423,-82.6233288635
4532,45,-82.65259,43.86025,2023-03-04 06:00:00,1753,POINT (-82.652587890625 43.86024856567383),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4533,45,-82.65259,43.860332,2023-03-04 06:00:00,1754,POINT (-82.652587890625 43.86033248901367),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4534,45,-82.6626,43.872353,2023-06-04 00:00:00,1755,POINT (-82.66259765625 43.872352600097656),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4535,45,-82.65268,43.860493,2023-03-04 06:00:00,1756,POINT (-82.65267944335938 43.86049270629883),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4536,45,-82.646484,43.847363,2023-03-04 00:00:00,1757,POINT (-82.646484375 43.84736251831055),2569,710340,18,Phragmites,1135670.42177,9106.1070914,43.8495362907,-82.6472166255
4537,45,-82.64685,43.8561,2023-04-01 06:00:00,1758,POINT (-82.6468505859375 43.85609817504883),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4538,45,-82.61429,43.77491,2023-03-03 12:00:00,1759,POINT (-82.61428833007812 43.77490997314453),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4539,45,-82.68176,43.896774,2023-07-04 00:00:00,1760,POINT (-82.6817626953125 43.89677429199219),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4600,46,-83.331635,43.894737,2023-02-01 06:00:00,1761,POINT (-83.33163452148438 43.894737243652344),2177,678880,18,Phragmites,13453.990373,656.365702704,43.8945404621,-83.3316260466
4601,46,-83.32999,43.892784,2023-01-01 00:00:00,1762,POINT (-83.32998657226562 43.892784118652344),2223,682264,18,Phragmites,3149920.43829,17221.8968304,43.890876253,-83.3293844328
4602,46,-83.420044,43.813084,2023-03-04 06:00:00,1763,POINT (-83.4200439453125 43.81308364868164),2762,731187,14,Aquatic Bed,11041687.5295,65703.7986456,43.8244235365,-83.4050339239
4603,46,-82.97272,44.072464,2023-03-20 12:00:00,1764,POINT (-82.97271728515625 44.07246398925781),1422,622516,18,Phragmites,6582309.58071,41509.670964,44.0617626963,-82.97517192
4604,46,-83.32999,43.890785,2023-01-01 00:00:00,1765,POINT (-83.32998657226562 43.890785217285156),2223,682264,18,Phragmites,3149920.43829,17221.8968304,43.890876253,-83.3293844328
4605,46,-83.332,43.890785,2023-01-01 00:00:00,1766,POINT (-83.33200073242188 43.890785217285156),2223,682264,18,Phragmites,3149920.43829,17221.8968304,43.890876253,-83.3293844328
4606,46,-83.32999,43.888786,2023-01-01 00:00:00,1767,POINT (-83.32998657226562 43.88878631591797),2223,682264,18,Phragmites,3149920.43829,17221.8968304,43.890876253,-83.3293844328
4608,46,-83.332,43.884785,2023-01-01 00:00:00,1769,POINT (-83.33200073242188 43.88478469848633),2305,686207,18,Phragmites,3570348.81688,21572.4447012,43.8817782205,-83.3326035742
4609,46,-83.32999,43.894787,2023-01-01 00:00:00,1770,POINT (-83.32998657226562 43.8947868347168),2223,682264,18,Phragmites,3149920.43829,17221.8968304,43.890876253,-83.3293844328
4610,46,-83.34015,43.90152,2023-04-01 06:00:00,1771,POINT (-83.34014892578125 43.901519775390625),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
4611,46,-83.332,43.886784,2023-01-01 00:00:00,1772,POINT (-83.33200073242188 43.886783599853516),2217,682019,14,Aquatic Bed,42043.7093291,1229.94737723,43.8867600802,-83.3316973909
4612,46,-83.405396,43.82182,2023-03-04 12:00:00,1773,POINT (-83.4053955078125 43.82181930541992),2762,731187,14,Aquatic Bed,11041687.5295,65703.7986456,43.8244235365,-83.4050339239
4614,46,-83.40546,43.81696,2023-03-09 00:00:00,1775,POINT (-83.40545654296875 43.816959381103516),2725,728960,17,Typha,2515754.42052,12796.4123642,43.8157662748,-83.4033955126
4615,46,-83.33182,43.891495,2023-01-01 06:00:00,1776,POINT (-83.33181762695312 43.89149475097656),2223,682264,18,Phragmites,3149920.43829,17221.8968304,43.890876253,-83.3293844328
4617,46,-83.411865,43.80709,2023-03-08 12:00:00,1778,POINT (-83.411865234375 43.807090759277344),2810,738524,18,Phragmites,7382407.29994,49046.690657,43.8105035565,-83.4126932992
4701,47,-82.61417,43.77548,2023-03-03 12:00:00,1780,POINT (-82.61416625976562 43.77547836303711),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4702,47,-82.68262,43.905025,2023-06-03 18:00:00,1781,POINT (-82.6826171875 43.905025482177734),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4703,47,-82.65265,43.860306,2023-03-04 06:00:00,1782,POINT (-82.65264892578125 43.86030578613281),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4704,47,-82.61386,43.77093,2023-03-03 12:00:00,1783,POINT (-82.61386108398438 43.770931243896484),3285,782115,18,Phragmites,427355.21314,4921.15759752,43.7708807508,-82.6151415653
4705,47,-82.681366,43.893784,2023-07-04 06:00:00,1784,POINT (-82.68136596679688 43.89378356933594),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4706,47,-82.654175,43.869076,2023-03-02 00:00:00,1785,POINT (-82.6541748046875 43.869075775146484),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4707,47,-82.634735,43.83043,2023-03-04 00:00:00,1786,POINT (-82.63473510742188 43.83042907714844),2710,727212,18,Phragmites,1017903.22719,11896.005568,43.8324647105,-82.6353850954
4708,47,-82.6821,43.898605,2023-06-03 18:00:00,1787,POINT (-82.68209838867188 43.89860534667969),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4709,47,-82.64673,43.849102,2023-03-04 00:00:00,1788,POINT (-82.646728515625 43.84910202026367),2569,710340,18,Phragmites,1135670.42177,9106.1070914,43.8495362907,-82.6472166255
4710,47,-82.65198,43.859337,2023-03-04 06:00:00,1789,POINT (-82.6519775390625 43.859336853027344),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4711,47,-82.68173,43.89673,2023-07-04 00:00:00,1790,POINT (-82.68173217773438 43.896728515625),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4712,47,-82.66135,43.871433,2023-06-04 00:00:00,1791,POINT (-82.66134643554688 43.87143325805664),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4713,47,-82.621735,43.797497,2023-03-03 00:00:00,1792,POINT (-82.62173461914062 43.7974967956543),3156,766626,18,Phragmites,979211.630355,12392.4543821,43.792146423,-82.6233288635
4714,47,-82.683014,43.907265,2023-06-03 18:00:00,1793,POINT (-82.68301391601562 43.907264709472656),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4715,47,-82.64664,43.84837,2023-03-04 06:00:00,1794,POINT (-82.64663696289062 43.84836959838867),2569,710340,18,Phragmites,1135670.42177,9106.1070914,43.8495362907,-82.6472166255
4716,47,-82.68536,43.91547,2023-07-03 18:00:00,1795,POINT (-82.68536376953125 43.915470123291016),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4717,47,-82.67966,43.892586,2023-06-03 18:00:00,1796,POINT (-82.67965698242188 43.89258575439453),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4718,47,-82.634674,43.829823,2023-03-04 00:00:00,1797,POINT (-82.63467407226562 43.8298225402832),2710,727212,18,Phragmites,1017903.22719,11896.005568,43.8324647105,-82.6353850954
4719,47,-82.614685,43.774307,2023-03-03 12:00:00,1798,POINT (-82.61468505859375 43.77430725097656),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4720,47,-82.614624,43.774006,2023-03-03 06:00:00,1799,POINT (-82.6146240234375 43.77400588989258),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4722,47,-82.64334,43.852535,2023-03-01 18:00:00,1801,POINT (-82.64334106445312 43.852535247802734),2519,705636,18,Phragmites,18507.2595176,656.504584815,43.8525966396,-82.6433702378
4723,47,-82.61569,43.777084,2023-03-03 12:00:00,1802,POINT (-82.61569213867188 43.77708435058594),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4724,47,-82.64673,43.850353,2023-03-04 00:00:00,1803,POINT (-82.646728515625 43.8503532409668),2569,710340,18,Phragmites,1135670.42177,9106.1070914,43.8495362907,-82.6472166255
4725,47,-82.63202,43.821167,2023-01-01 00:00:00,1804,POINT (-82.63201904296875 43.8211669921875),2815,738922,18,Phragmites,1112123.76375,14689.7178502,43.8242506982,-82.6337986615
4726,47,-82.65228,43.859814,2023-03-04 06:00:00,1805,POINT (-82.65228271484375 43.85981369018555),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4727,47,-82.630005,43.815166,2023-01-01 00:00:00,1806,POINT (-82.6300048828125 43.81516647338867),2891,744164,18,Phragmites,457637.170319,6155.38206531,43.8124776969,-82.6291984813
4728,47,-82.65552,43.86972,2023-07-04 00:00:00,1807,POINT (-82.655517578125 43.869720458984375),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4729,47,-82.62198,43.79547,2023-01-01 06:00:00,1808,POINT (-82.62197875976562 43.79547119140625),3156,766626,18,Phragmites,979211.630355,12392.4543821,43.792146423,-82.6233288635
4731,47,-82.680756,43.89228,2023-07-04 06:00:00,1810,POINT (-82.68075561523438 43.89228057861328),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4732,47,-82.533966,43.370796,2023-05-07 00:00:00,1811,POINT (-82.53396606445312 43.37079620361328),4294,1217676,18,Phragmites,220415.370905,3528.56517401,43.3699700945,-82.5349241881
4733,47,-82.63379,43.826168,2023-03-04 00:00:00,1812,POINT (-82.6337890625 43.826168060302734),2815,738922,18,Phragmites,1112123.76375,14689.7178502,43.8242506982,-82.6337986615
4734,47,-82.611694,43.72829,2023-06-04 00:00:00,1813,POINT (-82.6116943359375 43.72829055786133),3537,825287,18,Phragmites,3250596.49373,27244.590861,43.7333718641,-82.6112132143
4735,47,-82.653656,43.8685,2023-06-03 18:00:00,1814,POINT (-82.65365600585938 43.868499755859375),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4736,47,-82.622314,43.79478,2023-12-02 06:00:00,1815,POINT (-82.622314453125 43.79478073120117),3156,766626,18,Phragmites,979211.630355,12392.4543821,43.792146423,-82.6233288635
4739,47,-82.63635,43.834152,2023-06-01 06:00:00,1818,POINT (-82.6363525390625 43.83415222167969),2710,727212,18,Phragmites,1017903.22719,11896.005568,43.8324647105,-82.6353850954
4740,47,-82.625275,43.804966,2023-06-03 06:00:00,1819,POINT (-82.62527465820312 43.80496597290039),2982,751158,18,Phragmites,302848.751582,4266.74221296,43.803574969,-82.6249860318
4741,47,-82.63846,43.835358,2023-03-04 00:00:00,1820,POINT (-82.63845825195312 43.835357666015625),2710,727212,18,Phragmites,1017903.22719,11896.005568,43.8324647105,-82.6353850954
4742,47,-82.62396,43.798573,2023-06-04 00:00:00,1821,POINT (-82.62396240234375 43.7985725402832),3042,755093,18,Phragmites,143011.979946,2707.94273968,43.7992666406,-82.6239475863
4743,47,-82.61426,43.770996,2023-03-03 12:00:00,1822,POINT (-82.6142578125 43.77099609375),3285,782115,18,Phragmites,427355.21314,4921.15759752,43.7708807508,-82.6151415653
4744,47,-82.63071,43.818203,2023-05-01 06:00:00,1823,POINT (-82.63070678710938 43.81820297241211),2815,738922,18,Phragmites,1112123.76375,14689.7178502,43.8242506982,-82.6337986615
4745,47,-82.68222,43.90333,2023-07-04 00:00:00,1824,POINT (-82.68222045898438 43.9033317565918),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4800,48,-82.64664,43.84838,2023-03-04 00:00:00,1825,POINT (-82.64663696289062 43.84838104248047),2569,710340,18,Phragmites,1135670.42177,9106.1070914,43.8495362907,-82.6472166255
4801,48,-82.61682,43.751022,2023-11-20 18:00:00,1826,POINT (-82.6168212890625 43.75102233886719),3395,803708,18,Phragmites,1515931.28624,13293.8553204,43.7495739086,-82.6170719471
4802,48,-82.66403,43.873386,2023-06-04 00:00:00,1827,POINT (-82.66403198242188 43.87338638305664),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4805,48,-82.62906,43.81235,2023-01-01 00:00:00,1830,POINT (-82.62905883789062 43.81235122680664),2891,744164,18,Phragmites,457637.170319,6155.38206531,43.8124776969,-82.6291984813
4806,48,-82.616,43.77679,2023-06-04 00:00:00,1831,POINT (-82.61599731445312 43.776790618896484),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4807,48,-82.61279,43.772,2023-03-03 18:00:00,1832,POINT (-82.61279296875 43.77199935913086),3285,782115,18,Phragmites,427355.21314,4921.15759752,43.7708807508,-82.6151415653
4808,48,-82.51169,43.202274,2023-05-13 18:00:00,1833,POINT (-82.51168823242188 43.202274322509766),4338,1385353,18,Phragmites,35334.0929788,820.534527616,43.2020941658,-82.5117293919
4809,48,-82.61423,43.77113,2023-03-03 12:00:00,1834,POINT (-82.61422729492188 43.7711296081543),3285,782115,18,Phragmites,427355.21314,4921.15759752,43.7708807508,-82.6151415653
4811,48,-82.61438,43.775196,2023-03-03 06:00:00,1836,POINT (-82.6143798828125 43.77519607543945),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4812,48,-82.646576,43.847416,2023-03-04 06:00:00,1837,POINT (-82.64657592773438 43.847415924072266),2569,710340,18,Phragmites,1135670.42177,9106.1070914,43.8495362907,-82.6472166255
4814,48,-82.65115,43.860878,2023-06-02 06:00:00,1839,POINT (-82.65115356445312 43.860877990722656),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4815,48,-82.61316,43.77391,2023-03-03 18:00:00,1840,POINT (-82.6131591796875 43.77391052246094),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4816,48,-82.680145,43.89224,2023-07-04 06:00:00,1841,POINT (-82.68014526367188 43.89223861694336),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
